QLD,Inkling,"Cap, tony.comp, Jyoshi, Wildermold, Crabs, DFS, Scrubbs, Toketchan, CarrotAxe, Seymour Butts, Ashley, Rainth, Blizzy, Flutter",3131,122,Q1
QLD,Isabelle,"XP2000, Jaice, Gravydice, Dom, Crabs",240,13,Q1
QLD,Jigglypuff,"BattleDolphin, Ascension, TheJazzyman, Blurry, Crabs, Windows98, Bigfatelli",2337,109,Q1
QLD,Ken,"Shadrew, Spammage",3291,139,Q1
QLD,King Dedede,"Milis, Joser, WeedLan, Crawfish, Exist, Buckwheat, Bigfatelli, Archaze, Kai, noobar, Darboy44, Crabs",3403,131,Q1
QLD,King K. Rool,"Jett, Ben Gold, Gravydice, Michi, Cajeck, Dags, Jem, cornchip",2843,134,Q1
QLD,Kirby,"KaiDASH, New, Python, asa",415,19,Q1
QLD,Link,"Lt, Mx, Thompsinus, MaxXlevel, Narcissus, Dags, Crabs, Jewbs",1512,58,Q1
QLD,Little Mac,"Ascension, Skitz, Kegstand, AndyStandy, ArcaneCloud, Kahill, FC",195,17,Q1
QLD,Lucario,"Aurion, ZipperTheRipper, Zyphenor, Cajeck, McJobo, Slothrocker",1223,63,Q1
QLD,Lucas,"Nicc, Cancer, Zoinks, Python",441,26,Q1
QLD,Lucina,"SadHour, Joz., Danzah, Scrail, Umbrella, asa, JediLink, Joser, Waz, BoingBoing, Cava, Johzyn, Raibok, Rainth, mophero",3682,146,Q1
QLD,Luigi,"Raibok, Scrail, BemaniAK, Mint2, SoMa",1299,59,Q1
QLD,Mario,"Rainth, schooner, conso, Douchedag, Joz., Pipelin12",374,15,Q1
QLD,Marth,"Scrail, Kai, Baby Roy, Cajeck, Joz.",315,15,Q1
QLD,Mega Man,"Xondrell, Shitashi",2698,153,Q1
QLD,Metaknight,"Flex, TheJazzyman, ZipperTheRipper",1133,53,Q1
QLD,Mewtwo,"SoMa, Danzah, KARLOS, Aurion, Ari, ZipperTheRipper, Mint2, Dragio, Joz.",1772,78,Q1
QLD,Mii Brawler,"Vye, Combatcarl, McJobo",464,22,Q1
QLD,Mii Gunner,"Slayden, FC, UMKO",187,9,Q1
QLD,Mii Swordfighter,"Negima, Spam, BattleDolphin",1594,63,Q1
QLD,Mr. Game and Watch,"McJobo, Toketchan",50,3,Q1
QLD,Ness,"Foom, FreeXP, C_Flame, Delve, Nick, TheJazzyman, Spam, Blaze, K, Swate, ALP1NE, Flamboyanthamster, Pivit, Kwaksy, DimiChrys, Hill, Trunkle?!?, Pyro, Sc0ttyP, Flutter, Grumbley, Juice",1691,81,Q1
QLD,Pac-Man,"Xondrell, Timtam, Spam, Mint2, Jeff, McJobo, Bigfatelli",331,11,Q1
QLD,Palutena,"Cajeck, Crimson, Spam, ClassicJono, ALP1NE, Trunkle?!?, Crabs, Doa, JuicyPenguin, Aurion",4329,175,Q1
QLD,Peach,"Nicc, Bigfatelli, Jaice, Linoone, D4C",1126,58,Q1
QLD,Pichu,"Nicc, Sweet, Zilox, Blurry, Fool Of A Took, Lovestain, Blaze, Gravitas, keenanmod, Monarch, Umbrella",2730,128,Q1
QLD,Pikachu,"Raibok, DFS, BoingBoing, Mastodon, Blaze, Jabro, Toketchan, FreeLyn",2663,113,Q1
QLD,Pikmin & Olimar,"Jaice, ZipperTheRipper",199,10,Q1
QLD,Piranha Plant,"Glyph, Negima, Bigfatelli, Fool Of A Took",25,4,Q1
QLD,Pit,"Joz., Umbrella, Flex, Fiasco, Code_E, Toketchan",798,32,Q1
QLD,Pokémon Trainer,"schooner, Mastodon, Octavia, Verse, Riceps, TRex, Rainth, Twoflour, brayd0z, Delve, Raven, asa, Negima, Aurion",2015,88,Q1
QLD,Random,"ALiieNzZ, Cajeck, Vye",110,6,Q1
QLD,Richter,"Kaboose, Trunkle?!?, Jason, Recon, Negima",204,12,Q1
QLD,Ridley,"MetaBhreat, ClassicJono, Aurion, Jakalanche, Wildermold, Groudon, Mittens, Wertz, Flutter, katoptron, Vance, Backwards Crab",3646,151,Q1
QLD,ROB,"Weeb, Swate, Fady, Verse, Gravitas, Windows98, Vance",1639,68,Q1
QLD,Robin,"Joz., Crepto, FC",85,7,Q1
QLD,Rosalina & Luma,"Jaice, Nights",105,2,Q1
QLD,Roy,"LUSH, SiqNiq, Fiasco, Cava, Churropon, Zeus, FC, b.radordie, Xondrell, TRex, Crabfish, Toketchan, Dr_Jim",3144,141,Q1
QLD,Samus,"Himbo, Python, BigTrouble, Wildermold, Mason, Ant, Flutter, Bigfatelli",1450,54,Q1
QLD,Sheik,"Cajeck, Zyphenor",14,2,Q1
QLD,Shulk,"Fly, Churropon, Vye, Kaboose, Backwards Crab",1214,45,Q1
QLD,Simon,"Rowdy",0,1,Q1
QLD,Snake,"SadHour, Weeb, Ben Gold, Rainth, Serein, Cajeck, Sabess, PapaCheese, Unethical, Michi, PT80, Fly, Zool, JBirds, Flutter, Aussie Pretzel",2875,165,Q1
QLD,Sonic,"SpaZzy, Churropon, Bigfatelli, Bellboi, Sifo1",275,18,Q1
QLD,Terry,"Negima",1437,70,Q1
QLD,Toon Link,"Vye, Ash, Spinny, Umbrella, JaxWan, Pexings, Hobbit",2479,104,Q1
QLD,Villager,"Sheepishdays",0,1,Q1
QLD,Wario,"McJobo, Recon, Omta, Toketchan, JaxWan",2646,125,Q1
QLD,Wii Fit Trainer,"Dags, Luminescent, squidfist, Gooch, Greg",2436,86,Q1
QLD,Wolf,"XP2000, Bigfatelli, Aurion, McJobo, JANGLIO!, Rainth, Gravydice, Toketchan, Thompsinus, FC, Figaro, STeev, Code_E, SadHour, Kurogane Hammer, Bannose, Goji, Crimson, Crabfish, Michi, Kaboose, WhitePages, Archaze",3859,191,Q1
QLD,Yoshi,"myrist, Stilts, Yo-Yo, KaiDASH, BigTrouble, PapaCheese, Jyoshi, Eclipse, Raibok, Semore, McJobo, Ipkiss, Jethee",1565,57,Q1
QLD,Young Link,"schooner, JANGLIO!, BattleDolphin, Milis, Toketchan, BoingBoing, TDEE, LUSH, Omta, Jezmo, Thr333, Thompsinus, Vye",710,33,Q1
QLD,Zelda,"Rababity, Talie, Jaice, Umbrella, UMKO, Bigfatelli, HeaL, SLFB, Cajeck",2113,93,Q1
QLD,Zero Suit Samus,"Fly, Danzah, Jolt, Bigfatelli",351,15,Q1
NSW,Bayonetta,"Fruit, bounsies, Naomi Campbelltown",48,4,Q1
NSW,Bowser,"MegaloManiAsh, Truth, AT LOWES, Glace, WhiteShyGuy, Dozza",1552,60,Q1
NSW,Bowser Jr.,"Spike",3355,135,Q1
NSW,Captain Falcon,"Truth, Jackpot, UltimateScrappy, Spamsung, Pedro, SuicidalPenguins, Pierce, PO3, Scarpian",638,32,Q1
NSW,Chrom,"Johtothan, Vic, Trojans, SaucyDancer, KizzaBam, Sotsz, Veness, Hyper, Truth, BJSchoey, The Innkeeper, Shmu, GrayPerson",518,31,Q1
NSW,Cloud,"UltimateScrappy, Invisi, Manta, WhitePointer, Andrea, TurtleCat, Truth, Anubys",546,25,Q1
NSW,Corrin,"Vostok",1674,67,Q1
NSW,Daisy,"CAOTIC, Naomi Campbelltown",44,2,Q1
NSW,Dark Pit,"Ablice, kmw, Chris G, AT LOWES, Newiee, SaucyDancer",309,11,Q1
NSW,Dark Samus,"WhitePointer, Truth, Moog, Manta",826,33,Q1
NSW,Diddy Kong,"GumbleGore",90,2,Q1
NSW,Donkey Kong,"Lunchy, JPW, Jim Cool, Delta, Jackpot, AT LOWES, Vic, Bankdaddy, Trojans, Doctor A.Ness, Ryan, Fontana, Joe, AboRoza, Azranicus, BJSchoey, Fez, WhitePointer, Spamsung",6085,259,Q1
NSW,Dr. Mario,"Fruit, WhiteShyGuy, Truth",41,8,Q1
NSW,Duck Hunt Duo,"El Chimpe, Spike",53,4,Q1
NSW,Falco,"Vostok, Sass, Matter, Rog, Vic, SuperHiero, Truth, BahamutType0, Struz",1100,46,Q1
NSW,Fox,"Trojans, Fez, Chef, DeDeDez Nutz, Doctor A.Ness, Sock, Obscurity, Vanilla Vanish, Donk, BJSchoey, Shmu",1619,79,Q1
NSW,Ganondorf,"Metal Force, UltimateScrappy, Grizz, Pretzel, AT LOWES, Squeeze, Doctor A.Ness, Scarpian, Oliman, WhiteShyGuy, BarterCrow, doon, Truth",1754,94,Q1
NSW,Greninja,"Ulticow, Newiee, Penokemon, bounsies",204,9,Q1
NSW,Ice Climbers,"Palooka",455,15,Q1
NSW,Ike,"Metal Force, CheMarama, Lanatra, Trojans, Scribble, Johtothan, Lucijutsu, Gibson, Truth, DoomDonuts, 2Girls1Gus, Sketch, Doctor A.Ness",2328,104,Q1
NSW,Incineroar,"BJSchoey, Heckko, Rocket, CureWounds, Sketch, WhiteShyGuy, Cotton, bounsies, DoomDonuts, Skittlz",3524,177,Q1
NSW,Inkling,"Trojans, Sylem, Gabe, Andrew Lin, IceyFire, Rozzo, Vivere, Phyco, Ryan, Krisspear, Truth, Enn, Dreamcaster, SuperHiero",3466,134,Q1
NSW,Isabelle,"Cotton, Killy, Gords, Veraxana, jacky chung, BJSchoey, Enn, Bizzy",2540,101,Q1
NSW,Jigglypuff,"UltimateScrappy, Invisi, Spike",497,24,Q1
NSW,Ken,"Lain, Scarpian, Rocket",227,19,Q1
NSW,King Dedede,"Loza, DoomDonuts, DeDeDez Nutz, Fez, WhitePointer, Wumbology",550,27,Q1
NSW,King K. Rool,"Lumidyne, King K Cuk, 2Girls1Gus, Vostok, IntenseQuack, Johtothan",212,15,Q1
NSW,Kirby,"angelcoolchomp, UltimateScrappy, Staunch, Framah, Orange",73,6,Q1
NSW,Link,"Vic, Scarpian, DoorBashr, Hyper, SaucyDancer, Zesco, UltimateScrappy, Epik, bounsies, Jackpot, Heckko, LeJarde, Reonharto",3250,130,Q1
NSW,Little Mac,"Gabe, Rocket, Froppy, DoorBashr, Invisi",2772,115,Q1
NSW,Lucario,"bounsies, Rocket, chizzL, Glace",160,8,Q1
NSW,Lucas,"DoomDonuts, Vic, PKBeam, Dreep",929,35,Q1
NSW,Lucina,"Shmu, Hyper, Beet, Scarpian, Lain, AT LOWES, Skyreth, bounsies, Nyantic, Lucijutsu, EVAL, Shaoweater, Ryshy, Struz, Trojans, Bananafish, SuperHiero, Vivere, Nexi2k, BJSchoey, Agent Orange, Truth, Phyco, chizzL, Nacholad, Knoble",1880,94,Q1
NSW,Luigi,"El Chimpe, UltimateScrappy, Truth, Struz",779,23,Q1
NSW,Mario,"Bananafish, Spike, PO3, Truth, Scarpian, Joe",2482,124,Q1
NSW,Marth,"Beet, Bananafish, Truth, Scarpian, Ulticow, bounsies, PO3, SuperHiero",770,41,Q1
NSW,Mega Man,"Doctor A.Ness, Trojans",434,20,Q1
NSW,Metaknight,"Doctor A.Ness, bounsies, Lumidyne",129,6,Q1
NSW,Mewtwo,"SaucyDancer",700,23,Q1
NSW,Mii Brawler,"Star, Framah",94,5,Q1
NSW,Mii Gunner,"UltimateScrappy",0,1,Q1
NSW,Mii Swordfighter,"Star, 2Girls1Gus, HamNEggs",1923,73,Q1
NSW,Mr. Game and Watch,"Palooka",297,12,Q1
NSW,Ness,"Ryan, TurtleCat, Kitt, Luco, PSI_Presto, Lumidyne, Pedro, Ryzuul, 4par, Recordio, Shmu, Tikiwoki, Waxy, Dreep",4424,162,Q1
NSW,Pac-Man,"Party Cats, Froppy, Lain",33,5,Q1
NSW,Palutena,"Shmu, Lostish, Chris G, MishaL, JBird, bounsies, Shaoweater, Jerry Swan, Jang, AT LOWES, az",860,29,Q1
NSW,Peach,"BJSchoey, Haber, Spamsung, Lain, Naomi Campbelltown, Joe, EmanSaur",234,23,Q1
NSW,Pichu,"Day, Trojans, Lora, Shmu, Evil Olive, Cheekimelon, 2Girls1Gus, Haber, Sotsz, Yosh, Sass, Barack Obama, Skittlz, TurtleCat",3475,135,Q1
NSW,Pikachu,"Shmu, Arsi, Bambi, Johtothan, Merebry, Sinkusm, Ambrosia",2403,110,Q1
NSW,Pikmin & Olimar,"Muzzard, Mr Leak, Lumidyne",1093,39,Q1
NSW,Piranha Plant,"Sass, EmanSaur, 2Girls1Gus",233,11,Q1
NSW,Pit,"SaucyDancer, Ablice, Circle",0,3,Q1
NSW,Pokémon Trainer,"Vic, Fez, UltimateScrappy, Mr Leak, Enn, Thrillhouse, Stupid Cactus, AT LOWES, Lanatra, 177013, Dundo, Sif Bug, EmanSaur, PO3, Akhadse, Dreamcaster",2121,88,Q1
NSW,Random,"bounsies, Pat",23,2,Q1
NSW,Richter,"Trojans",0,1,Q1
NSW,Ridley,"2Girls1Gus, Kira, Swish, LeoJoeD, Weed, Pierce, Phazonizer, Fez, BJSchoey, Mr Leak, Delta",3242,133,Q1
NSW,ROB,"Heckko, Lumidyne, BJSchoey, Jerry Swan, Spike",2217,71,Q1
NSW,Robin,"Waxy",0,1,Q1
NSW,Rosalina & Luma,"Invisi, Phyco",685,19,Q1
NSW,Roy,"Vivere, Hyper, Delta, Doolz, Revman, StrangerDanger, Kaznec, Matter, Joe",826,45,Q1
NSW,Ryu,"Muzzard, Scarpian",480,15,Q1
NSW,Samus,"Zesco, Manta, Profile Name, WhitePointer",177,5,Q1
NSW,Sheik,"Shmu, Fruit, Trojans, Framah, chizzL",176,9,Q1
NSW,Shulk,"El Chimpe, Anubys",98,8,Q1
NSW,Simon,"Invisi, Truth, Nikita",1805,71,Q1
NSW,Snake,"Killy, Spike, Hyper, Kanga.exe, Enn, Framah, Heckko, Spamsung, Ryan, Hippy~",5586,191,Q1
NSW,Sonic,"Dreamcaster, AboRoza, The Innkeeper",1676,66,Q1
NSW,Toon Link,"Bananafish, Heckko, Lumidyne",172,8,Q1
NSW,Villager,"Ulticow, bounsies, Linconius, Loef, Bizzy",108,9,Q1
NSW,Wario,"Nyantic, Spike, Vic, Skyreth, Joe, Thrillhouse, Scared",211,19,Q1
NSW,Wii Fit Trainer,"JLPT, Lain, Agent Orange, Truth",23,5,Q1
NSW,Wolf,"BJSchoey, AboRoza, Hyper, Kace Mono, Weed, Truth, JDfreeUZI, EmanSaur, Chef, Jang, Trojans, Jim Cool, bounsies, Llamas, Sock, Jeese, Nyantic, Sponge, SuicidalPenguins, Heckko, Rae, 2Girls1Gus",5843,239,Q1
NSW,Yoshi,"EmanSaur, Veness, Techlord, Thorpenado, Alumina, Linconius",3019,116,Q1
NSW,Young Link,"TWIRLY, The Chuckstah, Vic, Doctor A.Ness",1561,61,Q1
NSW,Zelda,"Sketch, djani, Gords, EVAL, Cotton, Jerry Swan",2008,79,Q1
NSW,Zero Suit Samus,"Abard, Lumidyne, Joe, Kira, Truth, Trojans, CyborgSanta",1660,66,Q1
SA,Bayonetta,"Queen, Celebii",98,3,Q1
SA,Bowser,"Rasputin, Moth Plague, Wowser, Vivi",435,17,Q1
SA,Bowser Jr.,"",0,0,Q1
SA,Captain Falcon,"Mimco",0,5,Q1
SA,Chrom,"Phong, Dubs, Ghost, Rakuda, Muscat",278,13,Q1
SA,Cloud,"Rowan, L33, Parathus, BLU, Misfile17",57,5,Q1
SA,Corrin,"Q, TacoSpartan, Amarelo",304,11,Q1
SA,Daisy,"Ghost",1467,55,Q1
SA,Dark Samus,"McCloud",0,1,Q1
SA,Diddy Kong,"Jacko, SNAP!",59,6,Q1
SA,Donkey Kong,"Dog Fort, Bruh",92,2,Q1
SA,Dr. Mario,"Lilhiero, Ghost",0,3,Q1
SA,Falco,"Flow Rats, Sly, Wowser, Con",805,28,Q1
SA,Fox,"Con, Aetos, Macka, Mikal",904,31,Q1
SA,Ganondorf,"Phong, Q1, Ocean, Vio",48,7,Q1
SA,Greninja,"Taicho, Flow Rats, Tideray, Bizz, Odyssey, TacoSpartan, Calzy, Motchel, Nash",582,28,Q1
SA,Ice Climbers,"Jon, Yellow",602,24,Q1
SA,Ike,"BLU, Macka, Ninhon",1167,42,Q1
SA,Incineroar,"Lulemon, Stabby J, Lilhiero",40,5,Q1
SA,Inkling,"Kaeser, Muscat, Rust, Splatter, Oatmeal, Aetos",1751,60,Q1
SA,Isabelle,"Amarelo",58,3,Q1
SA,Jigglypuff,"Rowan, TJ, Brin",61,5,Q1
SA,Joker,"Bizz",49,2,Q1
SA,Ken,"Vio",102,4,Q1
SA,King Dedede,"Oscar",233,9,Q1
SA,King K. Rool,"Jacko",107,6,Q1
SA,Link,"Bizz, Taco, Wowser, Bizzwa",180,10,Q1
SA,Lucas,"Cosh, LyokoBlight, Lulemon, Lilhiero",30,7,Q1
SA,Lucina,"Kaeser, Spewis, ASD, Royboy, Faelyon, Aetos, PicklesDoodly",1250,43,Q1
SA,Luigi,"Splatter",284,11,Q1
SA,Mario,"Dubs, Q, L33, CaptainCoolade",400,20,Q1
SA,Marth,"Hagan, Fenno, Tony",0,6,Q1
SA,Mega Man,"Jacko",45,4,Q1
SA,Metaknight,"Fenno, Jon",46,3,Q1
SA,Mewtwo,"Ninhon, Boydy",252,9,Q1
SA,Mii Brawler,"Nao-Cakes",0,1,Q1
SA,Mii Swordfighter,"Nash, Ghost",36,2,Q1
SA,Ness,"TJ, im23bro, Jack",265,12,Q1
SA,Pac-Man,"",0,0,Q1
SA,Palutena,"Jacko, Q, Amarelo, Flow Rats",2140,72,Q1
SA,Peach,"Ghost, Muscat",993,34,Q1
SA,Pichu,"Yauhyeah, Andre, Rakuda, Paulek",661,29,Q1
SA,Pikachu,"Dashie, Balzac, Bizzwa, Stawz",645,24,Q1
SA,Pikmin & Olimar,"Fenno, Jon",0,3,Q1
SA,Piranha Plant,"Q, Jacko",108,4,Q1
SA,Pokémon Trainer,"Taicho, Yellow, Andre",1371,45,Q1
SA,Richter,"Vio",0,1,Q1
SA,Ridley,"Dog Fort, Boydy, Moth Plague, Rasputin, Jacko",964,37,Q1
SA,ROB,"im23bro, Oscar",580,21,Q1
SA,Robin,"Nao-Cakes",77,1,Q1
SA,Rosalina & Luma,"King",54,1,Q1
SA,Roy,"Andre, Ghost, Lilhiero, Eden, SNAP!, ASD",695,32,Q1
SA,Samus,"Q, McCloud",60,6,Q1
SA,Sheik,"Eden",0,1,Q1
SA,Shulk,"Ninhon, Paulek",811,27,Q1
SA,Simon,"Blackshadow",59,1,Q1
SA,Snake,"Stabby J, Qui, Hive",1240,44,Q1
SA,Toon Link,"Jon",767,25,Q1
SA,Villager,"Yellow, Nao-Cakes",869,34,Q1
SA,Wario,"Fenno, Jon, Mikal, Pingu",90,12,Q1
SA,Wii Fit Trainer,"Q",0,1,Q1
SA,Wolf,"BLU, Dog Fort, Aetos, Stawz, Ghost, Faelyon, Vivi, Jon, Con, Ninhon",1298,64,Q1
SA,Yoshi,"Christolaki, Nikes, Sloshi, Q, Sly",1519,56,Q1
SA,Young Link,"Jon, Dashie, Flinkusdinkus, BLU",424,21,Q1
SA,Zero Suit Samus,"Andre",0,1,Q1
ACT,Bayonetta,"Danal",60,2,Q1
ACT,Bowser,"Flyingcat, Juan, Patrya, Hugh Jass, Chat, 6000j, Powar, XD, Pazx",2396,82,Q1
ACT,Bowser Jr.,"MAMP",212,15,Q1
ACT,Captain Falcon,"Dankmeme",0,1,Q1
ACT,Chrom,"Jay, Davox, JP, MeatPi",0,4,Q1
ACT,Cloud,"Thegoras, Reshi, MAMP",115,7,Q1
ACT,Corrin,"Kai, ZEUS, Lunch, Casper",41,7,Q1
ACT,Dark Pit,"Pyren, Nardia",192,9,Q1
ACT,Dark Samus,"Bless, NiceNice, Apollo",144,5,Q1
ACT,Donkey Kong,"Succ, Zerovevo, RhythmEcho, 100",0,5,Q1
ACT,Dr. Mario,"Calamity",0,1,Q1
ACT,Falco,"Adeptus, Bless",38,3,Q1
ACT,Fox,"Adeptus, Joey",166,9,Q1
ACT,Ganondorf,"Joey, Boghara Stroganov, Mikael, Cormac, MapleMage, 100",583,24,Q1
ACT,Greninja,"Adeptus, MapleMage, Danal",462,19,Q1
ACT,Ice Climbers,"Danal",0,1,Q1
ACT,Ike,"Pyren, Butt, JJ",379,15,Q1
ACT,Incineroar,"Pazx, Nincata, BreakVG",309,16,Q1
ACT,Inkling,"TJslash, Akechi, MapleMage, Boghara Stroganov",2024,78,Q1
ACT,Isabelle,"ALMAO, Waveguider, Zesty, Abhi",165,12,Q1
ACT,Jigglypuff,"Zowayix, Flyingcat",2545,96,Q1
ACT,King Dedede,"Melty, Fetch",0,2,Q1
ACT,King K. Rool,"Nick, SlamFrunk!, MapleMage",567,19,Q1
ACT,Link,"James, Waveguider, Punchy, Daybo, Jay, Blasta, Atyeo, Yiggy",0,11,Q1
ACT,Little Mac,"",0,0,Q1
ACT,Lucario,"Awex",0,1,Q1
ACT,Lucas,"ft, MAMP",195,10,Q1
ACT,Lucina,"Zowayix, TJslash, Mikey, Zac, Daybo, Nilrasha",369,19,Q1
ACT,Luigi,"MeatPi",0,1,Q1
ACT,Mario,"Adeptus",74,2,Q1
ACT,Marth,"Eliot",0,1,Q1
ACT,Mega Man,"Chat, PhoenixRave",164,7,Q1
ACT,Metaknight,"MAMP",1012,34,Q1
ACT,Mewtwo,"Zowayix, Dragon Master",49,4,Q1
ACT,Mii Gunner,"Reshi",0,1,Q1
ACT,Mii Swordfighter,"Zxv",61,1,Q1
ACT,Mr. Game and Watch,"Zowayix",0,1,Q1
ACT,Ness,"Abhi, Zesty, Doozy, Nardia, PkThnder, Loco Joe",649,23,Q1
ACT,Pac-Man,"yarb sarb, Okkumi",590,22,Q1
ACT,Palutena,"Reshi, Dumpy, Pazx, McGraw, MapleMage",4025,158,Q1
ACT,Peach,"Joey, Danal",50,2,Q1
ACT,Pichu,"Eight, Danal, MeatPi",68,9,Q1
ACT,Pikachu,"MeatPi, Fetch",0,3,Q1
ACT,Pikmin & Olimar,"Bless",88,3,Q1
ACT,Piranha Plant,"Akechi, ParaB, Frog, Zxv",239,6,Q1
ACT,Pit,"Nardia, Daybo, Nincata",54,5,Q1
ACT,Pokémon Trainer,"Skin, ZEUS, Servofood, Awex, yarb sarb",1610,67,Q1
ACT,Random,"Adeptus, MeatPi, Zowayix",630,16,Q1
ACT,Richter,"Cherry, Powar",1123,51,Q1
ACT,Ridley,"Sriks, Zxv, Zowayix",61,3,Q1
ACT,ROB,"Milsch, Succ, 4DT",152,6,Q1
ACT,Robin,"Mikael, Akechi, Danal",518,17,Q1
ACT,Rosalina & Luma,"",0,0,Q1
ACT,Roy,"Thegoras, Jay, Melty, Sriks, Lionel",472,26,Q1
ACT,Shulk,"Sriks, Powar, Nilrasha",187,11,Q1
ACT,Simon,"Cherry, Frog",2672,107,Q1
ACT,Snake,"yarb sarb, DummyThicc, Tin Man, Dave&",517,18,Q1
ACT,Sonic,"GVOL3, Dr Niceyum",0,2,Q1
ACT,Toon Link,"Pazx",0,1,Q1
ACT,Villager,"Abhi, ALMAO",0,2,Q1
ACT,Wario,"GVOL3, Grug",413,13,Q1
ACT,Wii Fit Trainer,"Inf, PkThnder",343,9,Q1
ACT,Wolf,"Joey, Dieter, Dr Niceyum, Pazx, Sriks, SJ Groose",794,34,Q1
ACT,Yoshi,"<-2cm, TJslash, Micool, Dee.Kay",929,36,Q1
ACT,Young Link,"Danal, Ciarda, Boghara Stroganov, Dumpy, Zac",1003,32,Q1
ACT,Zelda,"Casper, Swampy, JP, Cryptic",955,40,Q1
ACT,Zero Suit Samus,"Adeptus, 6000j, quen, Lipton Iced Tea, JJ",229,14,Q1
WA,Bayonetta,"Copycat",98,4,Q1
WA,Bowser,"RosalinaSama, Oxytrexate, Hugh G Rection, Hobobloke",1520,60,Q1
WA,Bowser Jr.,"DehDehBeh",0,3,Q1
WA,Captain Falcon,"Orion, Jezzus, Apollo, Myxthio",500,18,Q1
WA,Chrom,"TPZ, Spud, Harfi, Tempest, Peahnuts, Poppt1, Elka, That Child, Dawnfire",1447,58,Q1
WA,Cloud,"RosalinaSama, Subwaytime, Maribro, Sundowns, SpiltSpaghetti",200,12,Q1
WA,Corrin,"Nabnut",699,29,Q1
WA,Daisy,"Cruzybecks",109,10,Q1
WA,Dark Pit,"Denz292",0,1,Q1
WA,Dark Samus,"Nommad",137,4,Q1
WA,Donkey Kong,"Sable, Krystal, Jtrain, Chub, Trent, RosalinaSama, Little Z, GrungyTree27, Generic",1641,63,Q1
WA,Dr. Mario,"Sable, Ash",78,3,Q1
WA,Duck Hunt Duo,"BigWin | Beer",1579,56,Q1
WA,Falco,"Anchor, Subwaytime, Bullywog, Ash",75,4,Q1
WA,Fox,"Gresh, M, TPZ, BigWin | Beer, Baeden, Nazzer, Kai_",862,33,Q1
WA,Ganondorf,"RosalinaSama, YGOduelistkosc, Sable, HBTV, ChuJelly?~, Ninjarisu, Temper, Chub, lukia, Zivhayr",334,18,Q1
WA,Greninja,"Turn Up, Maxx Wizel, Leapo, Tetters",158,11,Q1
WA,Ice Climbers,"Smesty",1704,67,Q1
WA,Ike,"TinTin, KIC, BigSizzle, Tom, StrawhatLui, Charcoal, *Asterix*, Milkshake, JayVoltage, Big Al, Denz292",745,25,Q1
WA,Incineroar,"Zivhayr, BigSizzle, Sad",2018,76,Q1
WA,Inkling,"Maribro, Fabio, Shomtan, Sad, YukiDraco, Quindaddy-Sensei, Hexicate",2903,121,Q1
WA,Isabelle,"Lalafell, Turn Up",70,7,Q1
WA,Ken,"Jaeger, Sad",0,2,Q1
WA,King Dedede,"Jezzus, huske, HBTV, Leethality",840,38,Q1
